nivel,usuario_objetivo,periodo,id,date,text,username,user_displayname,user_id,reply_count,retweet_count,like_count,quote_count,views_count,lang,url,user_followers,user_verified
2,todonoticias,rango,1986551360956063928,2025-11-07T00:48:47Z,@todonoticias diganle a los de Stanford que se vayan a lcdm,GusNicolosi,GusNik,44432889,0,0,1,0,330,es,https://x.com/GusNicolosi/status/1986551360956063928,194,FALSE
2,todonoticias,rango,1986551252617138588,2025-11-07T00:48:21Z,"@todonoticias Un milagro
Los colectiveros se creen dueños y son imprudentes",dorothyelvira,dorothy elvira rojo,1360449368,0,0,0,0,12,es,https://x.com/dorothyelvira/status/1986551252617138588,244,FALSE
2,todonoticias,rango,1986550479447568795,2025-11-07T00:45:17Z,@todonoticias Y de qué sirve si las nuevas generaciones no garchan… paja y paga estos pendejos,cristianhricci,CHR,109756518,2,0,2,0,841,es,https://x.com/cristianhricci/status/1986550479447568795,307,FALSE
2,todonoticias,rango,1986550359033000103,2025-11-07T00:44:48Z,@todonoticias Vieja farsante,dorothyelvira,dorothy elvira rojo,1360449368,0,0,0,0,12,es,https://x.com/dorothyelvira/status/1986550359033000103,244,FALSE
2,todonoticias,rango,1986549787106169286,2025-11-07T00:42:32Z,@todonoticias Aplaudo de pié. Un voto menos para el kirchnerismo.,ezequiel_gm72,Ezequiel G,1155101450713882630,0,0,4,0,31,es,https://x.com/ezequiel_gm72/status/1986549787106169286,436,FALSE
2,todonoticias,rango,1986549633565241403,2025-11-07T00:41:55Z,@todonoticias miedo le deberia dar matar a alguien por andar a 160km/hr,sol_en_tauro87,Sra Munson ❤️‍🔥,1585172318665543681,0,0,0,0,59,es,https://x.com/sol_en_tauro87/status/1986549633565241403,145,FALSE
2,todonoticias,rango,1986549199572177204,2025-11-07T00:40:12Z,@todonoticias Medalla ya!!!,alecal051,Jamas K 💛,1597329390,0,0,1,0,22,in,https://x.com/alecal051/status/1986549199572177204,4904,FALSE
2,todonoticias,rango,1986548802140958944,2025-11-07T00:38:37Z,"@todonoticias La boluda se quiso hacer viral y ahora la están cancelando todos. Sáquenle la licencia, en cualquier momento mata a alguien si conduce asi esa enferma.",MicaelaLera,MIK💫,340098392,0,0,2,0,31,es,https://x.com/MicaelaLera/status/1986548802140958944,2647,FALSE
2,todonoticias,rango,1986548749330428079,2025-11-07T00:38:24Z,@todonoticias Acabaron mal?,SenorTurbina,Señor Turbina,1853788662661578752,0,0,0,0,253,es,https://x.com/SenorTurbina/status/1986548749330428079,4,FALSE
2,todonoticias,rango,1986548720318501252,2025-11-07T00:38:17Z,@todonoticias Jajaja drama que mina hdp,mechadosmil,Mecha ❤️🤍🇦🇷 Argentina para los argentinos,1375615153539067915,0,0,2,0,11,es,https://x.com/mechadosmil/status/1986548720318501252,1704,FALSE
2,todonoticias,rango,1986548231912722478,2025-11-07T00:36:21Z,@todonoticias Nadie esta con la morcilla con mayonesa. Team jubilado siempre,Santiag73996858,Santiago Gio,1549254917721825281,0,0,1,0,18,es,https://x.com/Santiag73996858/status/1986548231912722478,105,FALSE
2,todonoticias,rango,1986548225436790943,2025-11-07T00:36:19Z,"@todonoticias No sé justifica la violencia de ambos: mina estaciona al límite, viejo patea el coche x 2 cm q obstruyen su garage, ella lo empuja y viejo se saca y le pega, x más que quiera pedir justicia el viejo ininmputable x edad, le dan un curso para manejar la ira, ella curso de manejo.",lazo_rita_3,Alice Rabbit,1242519173273653248,0,0,1,0,579,es,https://x.com/lazo_rita_3/status/1986548225436790943,67,FALSE
2,todonoticias,rango,1986547475524554779,2025-11-07T00:33:21Z,"@todonoticias No estamos en la MENTIROSA PANDEMIA 
El juicio debe ser presencial y con la custodia carcelera",Sil89336815,A&S,1359568989119217668,0,0,0,0,26,es,https://x.com/Sil89336815/status/1986547475524554779,51,FALSE
2,todonoticias,rango,1986547316539441375,2025-11-07T00:32:43Z,@todonoticias LA DESMINTIO como la gran mitómana que es.,StefyBenitez15,Stefy Benítez,1907416977225719808,0,0,0,0,15,es,https://x.com/StefyBenitez15/status/1986547316539441375,169,FALSE
2,todonoticias,rango,1986547268690833791,2025-11-07T00:32:31Z,@todonoticias Vergüenza como argentino.,priano_rub,Ruben Priano,1960679235258814464,0,0,0,0,55,es,https://x.com/priano_rub/status/1986547268690833791,16,FALSE
2,todonoticias,rango,1986547064684105762,2025-11-07T00:31:43Z,@todonoticias Excelente,mart_lean,LeanAleMartinez89,1230305883416121345,0,0,0,0,59,es,https://x.com/mart_lean/status/1986547064684105762,616,FALSE
2,todonoticias,rango,1986546969339179431,2025-11-07T00:31:20Z,"@todonoticias Cierren el estadio , solo los genios hacen eso",Samualbaa,Lo que yo vi,1445134326841106435,0,0,0,0,108,es,https://x.com/Samualbaa/status/1986546969339179431,9,FALSE
2,todonoticias,rango,1986546859549335765,2025-11-07T00:30:54Z,@todonoticias @lauroveglia Jajaja... Vieja chorraaa,GalloRo47710024,Gallo Rojo... ACIDO... multinick🤭 🍺🍺,1222695442615623681,0,0,1,0,7,es,https://x.com/GalloRo47710024/status/1986546859549335765,2418,FALSE
2,todonoticias,rango,1986546726077870390,2025-11-07T00:30:22Z,@todonoticias Parece un espectro la #CHORRAAAAA 😂🤣😂🤣😂🤣 https://t.co/QnCESBj1JT,Adriana56224210,Adry siempre con MM💛 ÑOÑO REPUBLICANO,1370121481942921220,0,2,4,0,42,es,https://x.com/Adriana56224210/status/1986546726077870390,14381,FALSE
2,todonoticias,rango,1986546667034685636,2025-11-07T00:30:08Z,@todonoticias a botox y hialuronico lavado,Marianajop,Marchita,854752232,0,0,1,0,30,es,https://x.com/Marianajop/status/1986546667034685636,2797,FALSE
2,todonoticias,rango,1986546580296491484,2025-11-07T00:29:47Z,@todonoticias Esta boba no jode más.,apoptosisCR,C:\Apoptosis ⭐⭐⭐,185712532,0,0,1,0,15,es,https://x.com/apoptosisCR/status/1986546580296491484,336,FALSE
2,todonoticias,rango,1986546137923277231,2025-11-07T00:28:02Z,@todonoticias Drama?. Que drama pelotudos!!.,crpaoladi,La Heladera,538578356,1,0,4,0,46,pt,https://x.com/crpaoladi/status/1986546137923277231,4957,FALSE
2,todonoticias,rango,1986545962488377576,2025-11-07T00:27:20Z,@todonoticias Vieja bruja,andres_herrer,ᴀ ɴ ᴅ ʀ ᴇ s 🇦🇷,162783601,0,0,0,0,14,lt,https://x.com/andres_herrer/status/1986545962488377576,1812,FALSE
2,todonoticias,rango,1986545358647009416,2025-11-07T00:24:56Z,@todonoticias 👏👏👏 me encanto ustedes son 🔥🔥🔥🤤💣,SolangeCar37307,Solange Cardozo,1741833450670157824,0,0,0,0,68,es,https://x.com/SolangeCar37307/status/1986545358647009416,38,FALSE
2,todonoticias,rango,1986545295149150583,2025-11-07T00:24:41Z,"@todonoticias Me parece excelente, que la muy chorra devuelva todo lo que nos robó.",cyb3r_d3v,cyb3r_z3r0,2738685016,0,0,1,0,12,es,https://x.com/cyb3r_d3v/status/1986545295149150583,66,FALSE
2,todonoticias,rango,1986545210789142845,2025-11-07T00:24:21Z,@todonoticias 🤌🏻🤌🏻🤌🏻🤌🏻🤌🏻 https://t.co/xuSY1rzutG,Nancy33949078,Nancy Luján,1070143885177995265,0,0,1,0,10,qme,https://x.com/Nancy33949078/status/1986545210789142845,172,FALSE
2,todonoticias,rango,1986545208285106605,2025-11-07T00:24:20Z,"@todonoticias Encima es un pelotudo, agrede, rompe perimetral y la pícara de la mujer lo deja encerrado.
Llama a los gorras y se lo llevan ata'o.
Pero hay que ser, Eh?",Marcelo61154068,Marcelo Marcel,922114268765487105,0,0,0,0,19,es,https://x.com/Marcelo61154068/status/1986545208285106605,74,FALSE
2,todonoticias,rango,1986545148021362839,2025-11-07T00:24:06Z,@todonoticias No soportó el chiquito o no soportó los celos? Me da fiaca abrir el enlace 😅,KyaraAlma,alma kyara,2889708087,0,0,0,0,285,es,https://x.com/KyaraAlma/status/1986545148021362839,3,FALSE
2,todonoticias,rango,1986544913551409626,2025-11-07T00:23:10Z,@todonoticias El policía del año!,LuisElLibrero,Luis The Book Reader,189294282,0,0,0,0,48,es,https://x.com/LuisElLibrero/status/1986544913551409626,2468,FALSE
2,todonoticias,rango,1986544913320743362,2025-11-07T00:23:10Z,"@todonoticias Este habla incongruencias,  el 100 por ciento no funciona.",alfredodel6104,alfredo de luca,1792232058586038272,0,0,0,0,134,es,https://x.com/alfredodel6104/status/1986544913320743362,11,FALSE
2,todonoticias,rango,1986544831003246883,2025-11-07T00:22:50Z,"@todonoticias Por lo menos no ponen la palabra ""polémica"", ya es un avance. Bien por el uniformado. Una rata menos.",bttmn83,Nito Lebbia 🇦🇷,1515103045,0,0,0,0,10,es,https://x.com/bttmn83/status/1986544831003246883,79,FALSE
2,todonoticias,rango,1986544763990941988,2025-11-07T00:22:34Z,@todonoticias La REA UNA SINVERGÜENZA,anapsuarez1,ana p suarez,1620537004030103557,0,1,2,0,39,es,https://x.com/anapsuarez1/status/1986544763990941988,113,FALSE
2,todonoticias,rango,1986544639038353409,2025-11-07T00:22:04Z,"@todonoticias Y que mierda me importa lo que dice, eso es una conferencia de teorías económicas y este flaco es administrador de la República Argentina, si quiere dar cátedra que renuncie y salga por el mundo a dar ""conferencias""
 la micro que está explotada y los que lo votaron son unos HDP",flyaustral,Dante-flyaustral ☀️ 🌐,1419993224953925722,0,0,0,0,258,es,https://x.com/flyaustral/status/1986544639038353409,72,FALSE
2,todonoticias,rango,1986544376617538018,2025-11-07T00:21:02Z,@todonoticias https://t.co/jVL1wKCoz2,Xeneize_1978,Luis 🇦🇷💙💛🐓🥁🥋🛸🐱,746534172827721732,0,0,0,0,293,qme,https://x.com/Xeneize_1978/status/1986544376617538018,255,FALSE
2,todonoticias,rango,1986544194534453335,2025-11-07T00:20:18Z,@todonoticias MAGNETO EL GRAN CANCER ARGENTINO.,soyshalmita,SoyShalmita - TRIPERONISTA💙🐺🏳️‍🌈,1263985018994655234,0,0,0,0,12,es,https://x.com/soyshalmita/status/1986544194534453335,772,FALSE
2,todonoticias,rango,1986544148732584426,2025-11-07T00:20:07Z,@todonoticias Que dure lo que tenga que durar. Lo que le quede de vida a la señora ladrona los va a pasar presa.,silviarienzo,SRR 😎🥳,290671142,0,0,0,0,16,es,https://x.com/silviarienzo/status/1986544148732584426,3528,FALSE
2,todonoticias,rango,1986544122002313308,2025-11-07T00:20:01Z,"@todonoticias TREMENDAMENTE PELOTUDO 
TREMENDAMENTE IMBECIL
TREMENDAMENTE ESTUPIDO",CarlosRa200985,Boca,1888042460,0,0,5,0,249,it,https://x.com/CarlosRa200985/status/1986544122002313308,68,FALSE
2,todonoticias,rango,1986544057301061765,2025-11-07T00:19:46Z,"@todonoticias De terror, la hija, tuvo 5 hijos, la fortuna la amasó estando con Paula Robles ,  con la madre era un nadie que comenzaba, que pretende la tipa, que no hiciera división de bienes con PAULA ROBLES,  que caranchos que son...",eugenia101471,María José,1828913524380139520,0,0,0,0,40,es,https://x.com/eugenia101471/status/1986544057301061765,6,FALSE
2,todonoticias,rango,1986543749682384981,2025-11-07T00:18:32Z,@todonoticias @luluci99 😅😄😃🤣😂😁😀jajajajajaja...,marcopo10954728,marco polo,1538279111940096003,0,0,0,0,11,es,https://x.com/marcopo10954728/status/1986543749682384981,1352,FALSE
2,todonoticias,rango,1986543397696377342,2025-11-07T00:17:08Z,@todonoticias El drama de una hdp que se filma manejando a 160km/h por la ciudad y le tiene los huevos llenos al viejo estacionando el auto en la entrada de vehículos de la casa.,gammella_o99587,NegacionistaDeLosImpuestos,1792924884588224514,0,0,1,0,8,es,https://x.com/gammella_o99587/status/1986543397696377342,112,FALSE
2,todonoticias,rango,1986543396094419168,2025-11-07T00:17:08Z,"@todonoticias Sos presidente, deja de actuar siempre.",RespDou,Bonaerense,1946231190534389760,0,0,1,0,206,es,https://x.com/RespDou/status/1986543396094419168,18,FALSE
2,todonoticias,rango,1986542983563321366,2025-11-07T00:15:30Z,"@todonoticias La verdad es que @leomessisite no milita la política. Vergonzosas sus afirmaciones son otra vez @JMilei. Leo recibió en Miami la llave de la ciudad. Usted nada, porque lo que @realDonaldTrump da es deuda eterna para nuestra Patria.",EmaFortabat,Emanuel fortabat,808097138974609408,2,0,3,0,445,es,https://x.com/EmaFortabat/status/1986542983563321366,143,FALSE
2,todonoticias,rango,1986542918279049418,2025-11-07T00:15:14Z,"@todonoticias Encima se hace la víctima, es una hdp",JHyuga_,ᴊᴏɴɪ☠️,2633178436,0,0,2,0,14,es,https://x.com/JHyuga_/status/1986542918279049418,227,FALSE
2,todonoticias,rango,1986542311434600530,2025-11-07T00:12:49Z,@todonoticias Y cuando empecemos a comprar nuestros propios fusiles ni te cuento. Muchos les vamos a ahorrar trabajo a esos pobres policías mal pagos y con estrés laboral.,almaferroviaria,E&E,1007370947219910658,0,0,0,0,39,es,https://x.com/almaferroviaria/status/1986542311434600530,537,FALSE
2,todonoticias,rango,1986542120753147952,2025-11-07T00:12:04Z,"@todonoticias Al fiiiiin , que belleza de país está resurgiendo 🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷",galyalibertaria,GALYA LIBERTARIA🇦🇷🦁,1303322185210175488,0,0,2,0,46,es,https://x.com/galyalibertaria/status/1986542120753147952,3251,FALSE
2,todonoticias,rango,1986541684226670615,2025-11-07T00:10:20Z,@todonoticias La dejó como la tabla del 1,Romina45254556,W.FOREVER,1733127330476777472,0,0,4,0,277,es,https://x.com/Romina45254556/status/1986541684226670615,61,FALSE
2,todonoticias,rango,1986541658914083034,2025-11-07T00:10:14Z,@todonoticias https://t.co/GBEru1Ki3e,Mercede70052457,Mercedes 🇦🇷,1265595547320307713,0,0,1,0,88,qme,https://x.com/Mercede70052457/status/1986541658914083034,3843,FALSE
2,todonoticias,rango,1986541542970962348,2025-11-07T00:09:46Z,@todonoticias #CriistinaEsInocente,Mercede70052457,Mercedes 🇦🇷,1265595547320307713,0,0,3,0,40,qme,https://x.com/Mercede70052457/status/1986541542970962348,3843,FALSE
2,todonoticias,rango,1986541429632737463,2025-11-07T00:09:19Z,@todonoticias Para que realmente a la suegra se le seque la lengua?,mamiclaudia64,Claudia la linda,736295024040808448,0,0,0,0,7,es,https://x.com/mamiclaudia64/status/1986541429632737463,14,FALSE
2,todonoticias,rango,1986541056255750156,2025-11-07T00:07:50Z,@todonoticias Por qué la lastiman tanto. Esta urraca porq no se preocupa en su esposo .. la puntita y la urraca de la hija.,viendoelsol1,lili.,86791916,0,0,2,0,44,es,https://x.com/viendoelsol1/status/1986541056255750156,76,FALSE
2,todonoticias,rango,1986540981861167434,2025-11-07T00:07:32Z,"@todonoticias El auto está mal estacionado, en línea amarilla.",lrfcomext,Leandro Fuster,1694386424,0,0,1,0,136,es,https://x.com/lrfcomext/status/1986540981861167434,105,FALSE
2,todonoticias,rango,1986540962479313085,2025-11-07T00:07:28Z,"@todonoticias Pueden ser tan burros de poner el pitido en el audio pero dejar los subtítulos?
@todonoticias",Efede07,Fede,1923755733247721472,0,0,0,0,12,es,https://x.com/Efede07/status/1986540962479313085,5,FALSE
2,todonoticias,rango,1986540948306665837,2025-11-07T00:07:24Z,@todonoticias Esa frase deberia estar tallada en las placas,JuanPabOk,Juan Pablo,1604579822813986817,0,0,0,0,16,es,https://x.com/JuanPabOk/status/1986540948306665837,73,FALSE
2,todonoticias,rango,1986540914810962317,2025-11-07T00:07:16Z,@todonoticias El drama??? Es una persona que viola la ley. No podes estacionar tapando total o parcialmente un garage! Más respeto a los q cumplen y penas firmes a estas personas!!!,Liliana_Norma,Pignataro Liliana,203722192,0,0,2,0,134,es,https://x.com/Liliana_Norma/status/1986540914810962317,160,FALSE
2,todonoticias,rango,1986540735147987291,2025-11-07T00:06:34Z,@todonoticias aunque se lave no se puede sacar el olor a mierda,MarioBenedicto8,Mario Benedicto,908361307111424000,0,0,0,0,53,es,https://x.com/MarioBenedicto8/status/1986540735147987291,93,FALSE
2,todonoticias,rango,1986540252295528915,2025-11-07T00:04:38Z,@todonoticias Denle una medalla a ese héroe,marvazul,Marvazul,262972427,0,0,0,0,76,es,https://x.com/marvazul/status/1986540252295528915,2220,FALSE
2,todonoticias,rango,1986540227494580399,2025-11-07T00:04:33Z,@todonoticias @lauroveglia Si si que esperen sentados,munita0,La Patria somos todos..,2764836005,0,0,0,0,13,es,https://x.com/munita0/status/1986540227494580399,5830,FALSE
2,todonoticias,rango,1986539938435715569,2025-11-07T00:03:24Z,@todonoticias https://t.co/CgfQYPw9Gj,delaquinta2023,Marcelo de la Quinta,1631334274770116621,0,0,0,0,150,qme,https://x.com/delaquinta2023/status/1986539938435715569,3770,FALSE
2,todonoticias,rango,1986539764821160107,2025-11-07T00:02:42Z,@todonoticias Para abrir el candado,guidocantarelli,Guido Cantarelli,139573894,0,0,0,0,97,es,https://x.com/guidocantarelli/status/1986539764821160107,363,FALSE
2,todonoticias,rango,1986539379536388205,2025-11-07T00:01:10Z,@todonoticias Que drama? Es una pendeja de mierda.,MarceloCerini,Marcelo Cerini,3348107675,0,0,3,0,16,es,https://x.com/MarceloCerini/status/1986539379536388205,536,FALSE
2,todonoticias,rango,1986539339673641398,2025-11-07T00:01:01Z,@todonoticias una guerrera.,GGafe14,Gabriel Gomez,1859677137353019392,0,0,0,0,18,es,https://x.com/GGafe14/status/1986539339673641398,59,FALSE
2,todonoticias,rango,1986539288545403146,2025-11-07T00:00:49Z,@todonoticias Solo están llamando la atención porque hoy es la entrevista de wanda y maxi,lalita_rivero,lala,159722980,0,0,4,0,230,es,https://x.com/lalita_rivero/status/1986539288545403146,71,FALSE
2,todonoticias,rango,1986539267884040245,2025-11-07T00:00:44Z,@todonoticias Denle un ascenso por favor.,felidendro,felo,1861231009817153536,0,0,0,0,29,es,https://x.com/felidendro/status/1986539267884040245,5,FALSE
2,todonoticias,rango,1986539043346067668,2025-11-06T23:59:50Z,@todonoticias 🫶🏾,monogigena,MAX GIGENA,2172729724,0,0,0,0,32,qme,https://x.com/monogigena/status/1986539043346067668,65,FALSE
2,todonoticias,rango,1986538865314713726,2025-11-06T23:59:08Z,@todonoticias Un s0ret3 menos.,Brigada_Tronco,Tronco ⚡🇦🇷,1891891166309744640,0,0,0,0,7,es,https://x.com/Brigada_Tronco/status/1986538865314713726,12,FALSE
2,todonoticias,rango,1986538419242344876,2025-11-06T23:57:21Z,@todonoticias el papa de esta  usa gorrito raro?,xtokitox,xtokitox,155797758,0,0,1,0,9,es,https://x.com/xtokitox/status/1986538419242344876,88,FALSE
2,todonoticias,rango,1986538030044488041,2025-11-06T23:55:49Z,"@todonoticias Y si
Mas vale que si, que no quede ni uno",Shinigamias2,Alan,1506622280603947009,0,0,1,0,96,es,https://x.com/Shinigamias2/status/1986538030044488041,511,FALSE
2,todonoticias,rango,1986538025585644019,2025-11-06T23:55:48Z,"@todonoticias A esta vieja no le creo nada. Varios apuntan que lucro y lo sigue haciendo con el tema de la desaparición de su hija, y adhiero al 100% con esta aseveración",LaiuppaJorge,Jorge Laiuppa,1446300945705578497,0,0,1,0,23,es,https://x.com/LaiuppaJorge/status/1986538025585644019,6,FALSE
2,todonoticias,rango,1986537834853884120,2025-11-06T23:55:02Z,@todonoticias Solo le gusta el balcón no la entienden pobre condenada 🤣🤣🤣,ividal58,irene vidal,1382536928,0,1,1,0,17,es,https://x.com/ividal58/status/1986537834853884120,10,FALSE
2,todonoticias,rango,1986537689823256875,2025-11-06T23:54:27Z,@todonoticias Bailá ahora hija de puta,haguakyy,Cristian,2858546276,0,1,1,0,14,es,https://x.com/haguakyy/status/1986537689823256875,270,FALSE
2,todonoticias,rango,1986537631052685752,2025-11-06T23:54:13Z,@todonoticias El peronismo es una mierda,Albef13,Alberto,1431042546,0,0,0,0,21,es,https://x.com/Albef13/status/1986537631052685752,428,FALSE
2,todonoticias,rango,1986537538149097868,2025-11-06T23:53:51Z,"@todonoticias Ohh!... ¿Y? ¿La noticia? Si aparece en cámara, porque aparece. Si no aparece, porque no aparece. Si habla porque habla y si no, porque no habla. No hay p... que les venga bien a los odiadores de siempre.",_EliKa12,EliKa 12,2218275474,0,0,1,0,13,es,https://x.com/_EliKa12/status/1986537538149097868,1138,FALSE
2,todonoticias,rango,1986537360855904414,2025-11-06T23:53:09Z,@todonoticias como la defienden los medios a esta piba porfavor porque no pasan el video de ella manejando a 160,leonard68253941,leonardo gonzalez,1946314829104381954,0,0,2,0,15,es,https://x.com/leonard68253941/status/1986537360855904414,6,FALSE
2,todonoticias,rango,1986537090784362870,2025-11-06T23:52:05Z,"@todonoticias cuál drama pelotudos? sin patente, se filma a 160 con lluvia, lo empuja al viejo y es la víctima? la patada en el orto que necesita la pendeja villera",__cinico__,tovarishch Stuart Mill,2540686357,0,0,1,0,37,es,https://x.com/__cinico__/status/1986537090784362870,238,FALSE
2,todonoticias,rango,1986536802132377681,2025-11-06T23:50:56Z,"@todonoticias como se cago el cuerpo con esos tatuaje de cabezas. Porque hoy por hoy tener tatuajes es de cabeza, y lo digo porque tengo",ric14921,Ricky14921,1889652795810181120,0,0,0,0,65,es,https://x.com/ric14921/status/1986536802132377681,51,FALSE
2,todonoticias,rango,1986536321519599946,2025-11-06T23:49:01Z,@todonoticias Me parece mal. Uno sólo es poco...,762X514,7.62 X 51,1439213102009143302,0,0,0,0,4,es,https://x.com/762X514/status/1986536321519599946,96,FALSE
2,todonoticias,rango,1986536283355914255,2025-11-06T23:48:52Z,@todonoticias Hijos de mil putas,aguantemenem86,LA LORNA DE CFK,1717963019957735424,0,1,2,0,39,es,https://x.com/aguantemenem86/status/1986536283355914255,89,FALSE
2,todonoticias,rango,1986536250937852018,2025-11-06T23:48:44Z,@todonoticias 112,CECI_LUGO,CECILIA LUGO,372923461,0,0,0,0,58,und,https://x.com/CECI_LUGO/status/1986536250937852018,9,FALSE
2,todonoticias,rango,1986536184261038470,2025-11-06T23:48:29Z,@todonoticias Ascenso urgente,SirCabobo,Cabo del 56%,3321996759,0,0,0,0,38,it,https://x.com/SirCabobo/status/1986536184261038470,998,FALSE
2,todonoticias,rango,1986535941599613023,2025-11-06T23:47:31Z,"@todonoticias TN como siempre defendiendo una conchuda, sorete, delincuente y pelotuda",DEFMAY96_,Marcos |,1918023193517780993,0,0,5,0,42,es,https://x.com/DEFMAY96_/status/1986535941599613023,188,FALSE
2,todonoticias,rango,1986535814415671616,2025-11-06T23:47:00Z,"@todonoticias A ver, me mostrás el informe???🤔
( Indicaria???) puro chamuyo!!!",Carlllor,Carlito,1433754944432136194,0,0,0,0,17,es,https://x.com/Carlllor/status/1986535814415671616,118,FALSE
2,todonoticias,rango,1986535295345439057,2025-11-06T23:44:57Z,@todonoticias Ahora se hace la buenita...,sernrd,Sergius Nonns,1129852402696429573,0,0,3,0,50,es,https://x.com/sernrd/status/1986535295345439057,1831,FALSE
2,todonoticias,rango,1986535234444402855,2025-11-06T23:44:42Z,@todonoticias Los policías comienzan a perder el miedo impuesto por el kirchnerismo 💯,franAlbarracin_,Fran ⭐⭐⭐,416840947,0,0,0,0,91,es,https://x.com/franAlbarracin_/status/1986535234444402855,889,FALSE
2,todonoticias,rango,1986535047076196453,2025-11-06T23:43:57Z,"@todonoticias 1 menos, vuela alto chorrito 🤣🤣",Marcelo86825936,Chelo Rojas,1440305463501852683,0,0,0,0,86,es,https://x.com/Marcelo86825936/status/1986535047076196453,37,FALSE
2,todonoticias,rango,1986534937516724442,2025-11-06T23:43:31Z,@todonoticias 112,gustavo51720759,gustavo_r 😈,1061779617571397632,0,0,0,0,51,und,https://x.com/gustavo51720759/status/1986534937516724442,111,FALSE
2,todonoticias,rango,1986534795141091360,2025-11-06T23:42:57Z,@todonoticias Hdmp,LoriaLeona8728,Leonarda Loria,1698389155917565952,0,0,0,0,45,sv,https://x.com/LoriaLeona8728/status/1986534795141091360,81,FALSE
2,todonoticias,rango,1986534217921007929,2025-11-06T23:40:40Z,@todonoticias El viejo pito seco de Magnetto se va a ir al infierno y CFK será siendo líder política! Viejo mierda,hernan_zeta,hernan💚 ☀️,426960818,0,0,6,0,66,es,https://x.com/hernan_zeta/status/1986534217921007929,3409,FALSE
2,todonoticias,rango,1986533913112481805,2025-11-06T23:39:27Z,"@todonoticias Pero dale loco, sáquenle todo, pero ya",demianturc,Turco,980277589418921986,0,0,1,0,11,es,https://x.com/demianturc/status/1986533913112481805,379,FALSE
2,todonoticias,rango,1986533873186939377,2025-11-06T23:39:18Z,@todonoticias la no noticia jajajaja no pueden vivir sin ella,SoyLa5ta,Dory ✌🏽🇦🇷✌🏽,1143112121540120576,2,1,6,0,240,es,https://x.com/SoyLa5ta/status/1986533873186939377,108,FALSE
2,todonoticias,rango,1986533838169018720,2025-11-06T23:39:09Z,"@todonoticias La chorra no se quiere dejar ver, sabe que estamos gozando a lo loco.  Y , si, a mi me gusta que los chorros estén presos. Está mal?",cesarlukyanski,cesar Antonio,1823416335063506945,0,2,5,0,99,es,https://x.com/cesarlukyanski/status/1986533838169018720,102,FALSE
2,todonoticias,rango,1986533717259509989,2025-11-06T23:38:40Z,@todonoticias https://t.co/cJw4RFWT8x,PatriciaTa24424,Patricia Tagliabue,1731744189396733952,0,0,0,0,11,qme,https://x.com/PatriciaTa24424/status/1986533717259509989,153,FALSE
2,todonoticias,rango,1986533035815170112,2025-11-06T23:35:58Z,@todonoticias 112,Turcoca,Turcoca 🤜🤛,141381688,0,0,0,0,69,und,https://x.com/Turcoca/status/1986533035815170112,3119,FALSE
2,todonoticias,rango,1986532862233813166,2025-11-06T23:35:17Z,@todonoticias 112,armoaroko,Matías Armoa,134174557,0,0,0,0,68,und,https://x.com/armoaroko/status/1986532862233813166,436,FALSE
2,todonoticias,rango,1986532685360075132,2025-11-06T23:34:34Z,@todonoticias Si te da miedo: respeta las reglas de estacionamiento. Es así de sencillo,NadieLee2024,Lady in Red 🍉🇵🇸,1934310918386503680,0,0,1,0,92,es,https://x.com/NadieLee2024/status/1986532685360075132,71,FALSE
2,todonoticias,rango,1986532659632238697,2025-11-06T23:34:28Z,@todonoticias Dejen de defenestrar a ese pobre abuelo victima de una pendeja irresponsable,Bruno7277330159,Bruno,1810674622188392448,0,0,2,0,5,es,https://x.com/Bruno7277330159/status/1986532659632238697,33,FALSE
2,todonoticias,rango,1986532128247406742,2025-11-06T23:32:22Z,@todonoticias 112,MilettArgentina,𝐂𝐞𝐥𝐞 🇵🇪🇦🇷,1712600308717658112,0,0,0,0,142,und,https://x.com/MilettArgentina/status/1986532128247406742,178,FALSE
2,todonoticias,rango,1986532097280938237,2025-11-06T23:32:14Z,"@todonoticias En ese lugar no hay semáforo, la prioridad la tiene el peatón.",pirinchocab,Pirincho,1347585403281412102,0,0,0,0,25,es,https://x.com/pirinchocab/status/1986532097280938237,312,FALSE
2,todonoticias,rango,1986532058441609643,2025-11-06T23:32:05Z,"@todonoticias 8x8 + 8x8 - (16)
64 + 64 - (16)
128 - 16= 112",MartinaPaola9,Martina P,1122695617611030528,0,0,0,0,117,und,https://x.com/MartinaPaola9/status/1986532058441609643,104,FALSE
2,todonoticias,rango,1986531646070235204,2025-11-06T23:30:27Z,@todonoticias 112,giupice23,Giuli,1211644065587945472,2,0,1,0,224,und,https://x.com/giupice23/status/1986531646070235204,1733,FALSE
2,todonoticias,rango,1986531380168106422,2025-11-06T23:29:23Z,@todonoticias A mi me da miedo q esa enferma maneja con lluvia a 160 con una mano mientras con otra usa el celu,Blablablaeth,Blablabla,1480626086656585736,0,0,2,0,40,es,https://x.com/Blablablaeth/status/1986531380168106422,241,FALSE
2,todonoticias,rango,1986531300145307864,2025-11-06T23:29:04Z,@todonoticias 112,teamGH24,El equilibrio Fiscal no se negocia,2844154891,0,0,0,0,102,und,https://x.com/teamGH24/status/1986531300145307864,1788,FALSE
